id,nombre,latitud,longitud,prioridad,ventana_inicio,ventana_fin,pedido,distrito
1429,Restaurante Amaz Express,-12.0519,-77.1468,1,13:00,21:00,472.3,Callao
1430,Universidad Católica Express,-12.033,-77.1148,4,07:00,15:00,106.82,Carmen de la Legua
1431,Tottus Express,-12.0794,-77.0599,5,15:00,17:00,41.21,Pueblo Libre
1432,Supermercado El Súper Express,-12.0271,-77.012,2,06:00,08:00,208.52,Rímac
1433,Hospital María Auxiliadora - Chosica,-12.0539,-77.076,1,19:00,23:00,288.65,San Miguel
1434,Plaza Bolognesi Principal,-12.0706,-77.0356,3,06:00,12:00,287.66,La Victoria
1435,Centro Comercial Plaza Central 3,-11.8621,-76.8638,3,17:00,23:00,280.31,Lurigancho
1436,Farmacia InkaFarma Oeste,-12.4052,-77.0067,3,17:00,21:00,222.28,Santa Rosa
1437,Clínica San Felipe Express,-12.1771,-76.8326,1,12:00,23:00,257.68,San Juan de Lurigancho
1438,Restaurante Central Plus,-12.1453,-77.0204,4,09:00,17:00,121.83,Barranco
1439,Hotel Belmond Express,-12.0664,-77.0327,3,16:00,18:00,196.62,La Victoria
1440,Hotel Sonesta - Rímac,-12.0704,-77.1788,2,07:00,13:00,193.7,La Punta
1441,Plaza Mayor de Lima - El Agustino,-11.9008,-76.8277,1,10:00,14:00,315.61,Santa Rosa
1442,Centro Comercial Plaza Central Premium,-12.0563,-77.0198,2,12:00,15:00,158.1,El Agustino
1443,Plaza Francia Plus,-12.1292,-77.0295,4,13:00,15:00,122.61,Miraflores
1444,Mercado de Barranco Express,-12.0825,-77.0051,2,17:00,23:00,214.33,San Borja
1445,Universidad ESAN 1,-12.0766,-77.0762,1,06:00,08:00,216.61,Magdalena
1446,Hotel Marriott Este,-12.0583,-77.044,3,20:00,23:00,291.62,Breña
1447,Centro Comercial Real Plaza Plus,-11.9919,-77.0226,3,17:00,21:00,115.19,Independencia
1448,Universidad UPC Terciario,-12.0888,-76.9579,3,16:00,23:00,254.71,La Molina
1449,Centro Comercial Jockey Plaza - Comas,-12.0618,-77.0537,4,17:00,20:00,110.75,Pueblo Libre
1450,Universidad del Pacífico Plus,-12.0404,-77.0163,3,18:00,21:00,139.09,El Agustino
1451,Clínica Internacional Premium,-12.0071,-77.0467,2,13:00,23:00,381.22,San Martín de Porres
1452,Universidad ESAN Plus,-12.0488,-76.9442,4,14:00,16:00,75.81,Ate
1453,Farmacia El Ahorro Plus,-12.1498,-77.0173,4,09:00,13:00,173.18,Barranco
1454,Centro Comercial MegaPlaza Norte,-12.0584,-77.0589,1,18:00,21:00,496.71,Villa El Salvador
1455,Restaurante Central Plus,-12.0763,-77.1739,1,15:00,17:00,376.78,La Punta
1456,Centro Comercial Plaza Bellavista Sur,-12.4479,-76.8766,3,19:00,23:00,221.69,Santiago de Surco
1457,Plaza Vea Este,-12.4318,-77.0745,2,07:00,10:00,220.01,Villa El Salvador
1458,Universidad Científica del Sur 2,-12.0675,-77.0563,1,09:00,11:00,471.45,Jesús María
1459,Tottus Principal,-12.0278,-77.0787,1,08:00,16:00,347.27,San Juan de Lurigancho
1460,Plaza Dos de Mayo Terciario,-12.0675,-77.0566,4,12:00,18:00,124.46,Pueblo Libre
1461,Mercado de Barranco Principal,-12.1261,-77.0748,2,18:00,23:00,201.62,Villa El Salvador
1462,Centro Comercial Jockey Plaza 5,-12.0805,-76.9996,1,14:00,18:00,346.92,San Borja
1463,Hotel Marriott 3,-11.8997,-77.0598,2,19:00,23:00,229.59,Carabayllo
1464,Parque de la Pera Premium,-11.8708,-76.9694,2,17:00,21:00,272.6,Villa El Salvador
1465,Clínica Ricardo Palma - Pueblo Libre,-12.3309,-77.186,3,11:00,14:00,278.91,San Juan de Lurigancho
1466,Plaza de Acho 2,-12.3091,-77.1155,4,08:00,12:00,103.36,Chorrillos
1467,Hotel Hilton Premium,-12.0528,-77.1393,3,16:00,23:00,117.04,Bellavista
1468,Centro Comercial Open Plaza Norte,-12.0637,-77.0542,3,19:00,23:00,261.94,Jesús María
1469,Centro Financiero 5,-12.0428,-77.1708,2,14:00,16:00,234.68,Chorrillos
1470,Hotel Hilton Plus,-12.4053,-76.9594,3,13:00,16:00,136.45,Villa El Salvador
1471,Centro Comercial Plaza Bellavista 1,-12.172,-76.969,5,07:00,10:00,71.07,Lurigancho
1472,Supermercado Peruanito Norte,-12.2083,-76.8459,1,12:00,15:00,356.96,Villa El Salvador
1473,Mercado de Barranco 2,-12.0438,-77.056,4,15:00,21:00,196.94,Breña
1474,Plaza de la Democracia - Puente Piedra,-12.0759,-77.0244,3,13:00,15:00,211.23,La Victoria
1475,Hotel Sheraton Premium,-12.4437,-76.8603,5,10:00,18:00,133.14,Chosica
1476,Farmacia El Ahorro Premium,-12.0582,-77.0237,4,11:00,13:00,92.72,El Agustino
1477,Centro Comercial Larcomar Secundario,-12.0469,-77.015,2,14:00,18:00,178.22,El Agustino
1478,Restaurante Central - La Punta,-12.0838,-76.9434,4,06:00,18:00,113.18,La Molina
1479,Parque Reducto Premium,-11.9535,-76.9644,3,20:00,23:00,297.41,Lurín
1480,Hotel JW Marriott Plus,-12.0897,-76.9938,2,11:00,19:00,174.76,San Borja
1481,Restaurante Amaz Express,-12.0589,-77.1371,1,19:00,23:00,260.68,Bellavista
1482,Plaza Francia Premium,-12.1077,-77.0492,2,17:00,20:00,234.02,San Isidro
1483,Farmacia El Ahorro Express,-12.075,-76.9369,4,16:00,23:00,58.09,Lurín
1484,Restaurante La Picantería Principal,-11.9564,-76.9667,3,06:00,09:00,222.91,Lurigancho
1485,Restaurante El Rincón del Ceviche Secundario,-11.9962,-76.9863,1,12:00,23:00,329.58,Villa El Salvador
1486,Supermercado Metro Plus,-12.446,-76.9004,2,18:00,21:00,220.63,San Juan de Lurigancho
1487,Universidad ESAN Express,-11.8926,-77.1927,4,17:00,20:00,130.34,Ventanilla
1488,Mercado de San Isidro Express,-12.3733,-77.1855,2,16:00,23:00,325.1,Villa El Salvador
1489,Farmacia Arcángel Express,-11.903,-77.2082,3,11:00,19:00,274.94,Ventanilla
1490,Vivanda 5,-12.0642,-77.0832,1,16:00,23:00,405.82,San Miguel
1491,Estadio Nacional Principal,-12.076,-77.0066,4,09:00,11:00,141.1,San Borja
1492,Hospital María Auxiliadora - Bellavista,-11.9818,-77.033,2,18:00,23:00,388.21,Independencia
1493,Centro Comercial Plaza Central Oeste,-11.9541,-77.0594,1,19:00,23:00,469.53,Comas
1494,Parque de la Exposición 1,-11.908,-77.0464,3,06:00,08:00,271.28,Carabayllo
1495,Supermercado El Tigre Express,-11.8607,-76.8833,1,09:00,21:00,378.78,Mi Perú
1496,Supermercado El Rey Premium,-11.8579,-77.0291,3,08:00,12:00,286.33,Chosica
1497,Farmacia Cruz Verde 2,-12.3123,-77.0242,3,12:00,18:00,247.77,Chosica
1498,Parque de la Reserva 4,-12.1024,-77.0341,4,14:00,22:00,151.01,San Isidro
1499,Universidad Privada del Norte - Lince,-11.8697,-76.8481,2,11:00,15:00,216.04,Lurín
1500,Farmacia Arcángel Principal,-12.0123,-76.8454,2,18:00,23:00,264.88,Chaclacayo
